Structure URN,ID,Name EN,Name UK,Description EN,Description UK,ID_orig,ID_orig_without_sek,Details,Included Items,Excluded Items,parent
SSSU:CL_NACE_R2_UA(1.1.3),DE22_11,Видання книг,,,,DE22.11,22.11,,,,DE22_1
SSSU:CL_NACE_R2_UA(1.1.3),DE22_12,Видання газет,,,,DE22.12,22.12,,,,DE22_1
SSSU:CL_NACE_R2_UA(1.1.3),DE22_13,Видання журналів та періодичних публікацій,,,,DE22.13,22.13,,,,DE22_1
SSSU:CL_NACE_R2_UA(1.1.3),DE22_14,Видання звукозаписів,,,,DE22.14,22.14,,,,DE22_1
SSSU:CL_NACE_R2_UA(1.1.3),DE22_15,Інші види видавничої діяльності,,,,DE22.15,22.15,,,,DE22_1
SSSU:CL_NACE_R2_UA(1.1.3),DE22_21,Друкування газет,,,,DE22.21,22.21,,,,DE22_2
SSSU:CL_NACE_R2_UA(1.1.3),DE22_22,Інша поліграфічна діяльність,,,,DE22.22,22.22,,,,DE22_2
SSSU:CL_NACE_R2_UA(1.1.3),DE22_23,Брошурувально-палітурна та оздоблювальна діяльність,,,,DE22.23,22.23,,,,DE22_2
SSSU:CL_NACE_R2_UA(1.1.3),DE22_24,Виготовлення друкованих форм,,,,DE22.24,22.24,,,,DE22_2
SSSU:CL_NACE_R2_UA(1.1.3),DE22_25,Надання інших послуг у поліграфічній діяльності,,,,DE22.25,22.25,,,,DE22_2
SSSU:CL_NACE_R2_UA(1.1.3),DE22_31,Тиражування звукозаписів,,,,DE22.31,22.31,,,,DE22_3
SSSU:CL_NACE_R2_UA(1.1.3),DE22_32,Тиражування  відеозаписів,,,,DE22.32,22.32,,,,DE22_3
SSSU:CL_NACE_R2_UA(1.1.3),DE22_33,Тиражування програмного забезпечення,,,,DE22.33,22.33,,,,DE22_3
SSSU:CL_NACE_R2_UA(1.1.3),DF23_10,Виробництво коксу,,,,DF23.10,23.10,,,,DF23_1
SSSU:CL_NACE_R2_UA(1.1.3),DF23_20,Виробництво продуктів нафтоперероблення,,,,DF23.20,23.20,,,,DF23_2
SSSU:CL_NACE_R2_UA(1.1.3),DF23_30,Виробництво ядерних матеріалів,,,,DF23.30,23.30,,,,DF23_3
SSSU:CL_NACE_R2_UA(1.1.3),DG24_11,Виробництво промислових газів,,,,DG24.11,24.11,,,,DG24_1
SSSU:CL_NACE_R2_UA(1.1.3),DG24_12,Виробництво барвників та пігментів,,,,DG24.12,24.12,,,,DG24_1
SSSU:CL_NACE_R2_UA(1.1.3),DG24_13,Виробництво іншої основної неорганічної хімічної продукції,,,,DG24.13,24.13,,,,DG24_1
SSSU:CL_NACE_R2_UA(1.1.3),DG24_14,Виробництво іншої основної органічної хімічної продукції,,,,DG24.14,24.14,,,,DG24_1
SSSU:CL_NACE_R2_UA(1.1.3),DG24_15,Виробництво добрив та  азотних сполук,,,,DG24.15,24.15,,,,DG24_1
SSSU:CL_NACE_R2_UA(1.1.3),DG24_16,Виробництво пластмас у первинних формах,,,,DG24.16,24.16,,,,DG24_1
SSSU:CL_NACE_R2_UA(1.1.3),DG24_17,Виробництво синтетичного каучуку,,,,DG24.17,24.17,,,,DG24_1
SSSU:CL_NACE_R2_UA(1.1.3),DG24_20,Виробництво агрохімічної продукції,,,,DG24.20,24.20,,,,DG24_2
SSSU:CL_NACE_R2_UA(1.1.3),DG24_30,Виробництво лаків та фарб,,,,DG24.30,24.30,,,,DG24_3
SSSU:CL_NACE_R2_UA(1.1.3),DG24_41,Виробництво основних фармацевтичних продуктів,,,,DG24.41,24.41,,,,DG24_4
SSSU:CL_NACE_R2_UA(1.1.3),DG24_42,Виробництво фармацевтичних препаратів і матеріалів,,,,DG24.42,24.42,,,,DG24_4
SSSU:CL_NACE_R2_UA(1.1.3),DG24_51,"Виробництво мила та миючих засобів, засобів для чищення та полірування",,,,DG24.51,24.51,,,,DG24_5
SSSU:CL_NACE_R2_UA(1.1.3),DG24_52,Виробництво парфумерних та косметичних засобів,,,,DG24.52,24.52,,,,DG24_5
SSSU:CL_NACE_R2_UA(1.1.3),DG24_61,Виробництво вибухових речовин,,,,DG24.61,24.61,,,,DG24_6
SSSU:CL_NACE_R2_UA(1.1.3),DG24_62,Виробництво клею та желатину,,,,DG24.62,24.62,,,,DG24_6
SSSU:CL_NACE_R2_UA(1.1.3),DG24_63,Виробництво ефірних олій,,,,DG24.63,24.63,,,,DG24_6
SSSU:CL_NACE_R2_UA(1.1.3),DG24_64,Виробництво фотоматеріалів,,,,DG24.64,24.64,,,,DG24_6
SSSU:CL_NACE_R2_UA(1.1.3),DG24_65,Виробництво електронних носіїв  даних,,,,DG24.65,24.65,,,,DG24_6
SSSU:CL_NACE_R2_UA(1.1.3),DG24_66,Виробництво іншої хімічної продукції для промислових цілей,,,,DG24.66,24.66,,,,DG24_6
SSSU:CL_NACE_R2_UA(1.1.3),DG24_70,Виробництво штучних та синтетичних волокон,,,,DG24.70,24.70,,,,DG24_7
SSSU:CL_NACE_R2_UA(1.1.3),DH25_11,"Виробництво ґумових шин, покришок та камер",,,,DH25.11,25.11,,,,DH25_1
SSSU:CL_NACE_R2_UA(1.1.3),DH25_12,Відновлення протектора ґумових шин та  покришок,,,,DH25.12,25.12,,,,DH25_1
SSSU:CL_NACE_R2_UA(1.1.3),DH25_13,Виробництво інших ґумових виробів,,,,DH25.13,25.13,,,,DH25_1
SSSU:CL_NACE_R2_UA(1.1.3),DH25_21,"Виробництво плит, штаби, труб та профілів з пластмас",,,,DH25.21,25.21,,,,DH25_2
SSSU:CL_NACE_R2_UA(1.1.3),DH25_22,Виробництво тари з пластмас,,,,DH25.22,25.22,,,,DH25_2
SSSU:CL_NACE_R2_UA(1.1.3),DH25_23,Виробництво будівельних виробів з пластмас,,,,DH25.23,25.23,,,,DH25_2
SSSU:CL_NACE_R2_UA(1.1.3),DH25_24,Виробництво інших виробів з пластмас,,,,DH25.24,25.24,,,,DH25_2
SSSU:CL_NACE_R2_UA(1.1.3),DI26_11,Виробництво листового скла,,,,DI26.11,26.11,,,,DI26_1
SSSU:CL_NACE_R2_UA(1.1.3),DI26_12,Формування та оброблення листового скла,,,,DI26.12,26.12,,,,DI26_1
SSSU:CL_NACE_R2_UA(1.1.3),DI26_13,Виробництво ємностей зі скла,,,,DI26.13,26.13,,,,DI26_1
SSSU:CL_NACE_R2_UA(1.1.3),DI26_14,Виробництво скловолокна,,,,DI26.14,26.14,,,,DI26_1
SSSU:CL_NACE_R2_UA(1.1.3),DI26_15,Виробництво та оброблення інших скляних виробів,,,,DI26.15,26.15,,,,DI26_1
SSSU:CL_NACE_R2_UA(1.1.3),DI26_21,Виробництво господарських  та декоративних керамічних виробів,,,,DI26.21,26.21,,,,DI26_2
SSSU:CL_NACE_R2_UA(1.1.3),DI26_22,Виробництво керамічних санітарно-технічних виробів,,,,DI26.22,26.22,,,,DI26_2
SSSU:CL_NACE_R2_UA(1.1.3),DI26_23,Виробництво керамічних електроізоляторів та ізоляційної  арматури,,,,DI26.23,26.23,,,,DI26_2
SSSU:CL_NACE_R2_UA(1.1.3),DI26_24,Виробництво інших технічних керамічних виробів,,,,DI26.24,26.24,,,,DI26_2
SSSU:CL_NACE_R2_UA(1.1.3),DI26_25,"Виробництво інших керамічних виробів не для будівництва, не віднесених до інших групувань",,,,DI26.25,26.25,,,,DI26_2
SSSU:CL_NACE_R2_UA(1.1.3),DI26_26,Виробництво вогнетривких керамічних виробів,,,,DI26.26,26.26,,,,DI26_2
SSSU:CL_NACE_R2_UA(1.1.3),DI26_30,Виробництво керамічних плиток та плит,,,,DI26.30,26.30,,,,DI26_3
SSSU:CL_NACE_R2_UA(1.1.3),DI26_40,"Виробництво цегли, черепиці та інших будівельних виробів з випаленої глини",,,,DI26.40,26.40,,,,DI26_4
SSSU:CL_NACE_R2_UA(1.1.3),DI26_51,Виробництво цементу,,,,DI26.51,26.51,,,,DI26_5
SSSU:CL_NACE_R2_UA(1.1.3),DI26_52,Виробництво вапна,,,,DI26.52,26.52,,,,DI26_5
SSSU:CL_NACE_R2_UA(1.1.3),DI26_53,Виробництво гіпсових сумішей,,,,DI26.53,26.53,,,,DI26_5
SSSU:CL_NACE_R2_UA(1.1.3),DI26_61,Виробництво виробів з бетону для будівництва,,,,DI26.61,26.61,,,,DI26_6
SSSU:CL_NACE_R2_UA(1.1.3),DI26_62,Виробництво виробів з гіпсу для будівництва,,,,DI26.62,26.62,,,,DI26_6
SSSU:CL_NACE_R2_UA(1.1.3),DI26_63,Виробництво готових для використання бетонних сумішей,,,,DI26.63,26.63,,,,DI26_6
SSSU:CL_NACE_R2_UA(1.1.3),DI26_64,Виробництво сухих будівельних сумішей,,,,DI26.64,26.64,,,,DI26_6
SSSU:CL_NACE_R2_UA(1.1.3),DI26_65,Виробництво виробів з азбестоцементу та волокнистого цементу,,,,DI26.65,26.65,,,,DI26_6
SSSU:CL_NACE_R2_UA(1.1.3),DI26_66,"Виробництво інших виробів з бетону, гіпсу та цементу",,,,DI26.66,26.66,,,,DI26_6
SSSU:CL_NACE_R2_UA(1.1.3),DI26_70,Оброблення декоративного та будівельного каменю,,,,DI26.70,26.70,,,,DI26_7
SSSU:CL_NACE_R2_UA(1.1.3),DI26_81,Виробництво абразивних виробів,,,,DI26.81,26.81,,,,DI26_8
SSSU:CL_NACE_R2_UA(1.1.3),DI26_82,"Виробництво неметалевих мінеральних виробів, не віднесених до інших групувань",,,,DI26.82,26.82,,,,DI26_8
SSSU:CL_NACE_R2_UA(1.1.3),DJ27_10,"Виробництво чавуну, сталі та феросплавів",,,,DJ27.10,27.10,,,,DJ27_1
SSSU:CL_NACE_R2_UA(1.1.3),DJ27_21,Виробництво труб та фітингів для труб з чавуну,,,,DJ27.21,27.21,,,,DJ27_2
SSSU:CL_NACE_R2_UA(1.1.3),DJ27_22,Виробництво труб та фітингів для труб зі сталі,,,,DJ27.22,27.22,,,,DJ27_2
SSSU:CL_NACE_R2_UA(1.1.3),DJ27_31,Холодне волочіння,,,,DJ27.31,27.31,,,,DJ27_3
SSSU:CL_NACE_R2_UA(1.1.3),DJ27_32,Холодний прокат штаби,,,,DJ27.32,27.32,,,,DJ27_3
SSSU:CL_NACE_R2_UA(1.1.3),DJ27_33,Холодне штампування та гнуття,,,,DJ27.33,27.33,,,,DJ27_3
SSSU:CL_NACE_R2_UA(1.1.3),DJ27_34,Виробництво дроту,,,,DJ27.34,27.34,,,,DJ27_3
SSSU:CL_NACE_R2_UA(1.1.3),DJ27_41,Виробництво дорогоцінних металів,,,,DJ27.41,27.41,,,,DJ27_4
SSSU:CL_NACE_R2_UA(1.1.3),DJ27_42,Виробництво алюмінію,,,,DJ27.42,27.42,,,,DJ27_4
SSSU:CL_NACE_R2_UA(1.1.3),DJ27_43,"Виробництво свинцю, цинку та олова",,,,DJ27.43,27.43,,,,DJ27_4
SSSU:CL_NACE_R2_UA(1.1.3),DJ27_44,Виробництво міді,,,,DJ27.44,27.44,,,,DJ27_4
SSSU:CL_NACE_R2_UA(1.1.3),DJ27_45,Виробництво інших кольорових металів,,,,DJ27.45,27.45,,,,DJ27_4
SSSU:CL_NACE_R2_UA(1.1.3),DJ27_51,Лиття чавуну,,,,DJ27.51,27.51,,,,DJ27_5
SSSU:CL_NACE_R2_UA(1.1.3),DJ27_52,Лиття сталі,,,,DJ27.52,27.52,,,,DJ27_5
SSSU:CL_NACE_R2_UA(1.1.3),DJ27_53,Лиття легких кольорових металів,,,,DJ27.53,27.53,,,,DJ27_5
SSSU:CL_NACE_R2_UA(1.1.3),DJ27_54,Лиття інших кольорових металів,,,,DJ27.54,27.54,,,,DJ27_5
SSSU:CL_NACE_R2_UA(1.1.3),DJ28_11,Виробництво будівельних металевих конструкцій,,,,DJ28.11,28.11,,,,DJ28_1
SSSU:CL_NACE_R2_UA(1.1.3),DJ28_12,Виробництво будівельних металевих виробів,,,,DJ28.12,28.12,,,,DJ28_1
SSSU:CL_NACE_R2_UA(1.1.3),DJ28_21,"Виробництво металевих резервуарів, цистерн та контейнерів",,,,DJ28.21,28.21,,,,DJ28_2
SSSU:CL_NACE_R2_UA(1.1.3),DJ28_22,Виробництво радіаторів та котлів центрального опалення,,,,DJ28.22,28.22,,,,DJ28_2
SSSU:CL_NACE_R2_UA(1.1.3),DJ28_30,Виробництво парових котлів,,,,DJ28.30,28.30,,,,DJ28_3
SSSU:CL_NACE_R2_UA(1.1.3),DJ28_40,"Кування, пресування, штампування, профілювання; порошкова металургія",,,,DJ28.40,28.40,,,,DJ28_4
SSSU:CL_NACE_R2_UA(1.1.3),DJ28_51,Оброблення та нанесення покриттів на метали,,,,DJ28.51,28.51,,,,DJ28_5
SSSU:CL_NACE_R2_UA(1.1.3),DJ28_52,Загальні механічні операції,,,,DJ28.52,28.52,,,,DJ28_5
SSSU:CL_NACE_R2_UA(1.1.3),DJ28_61,Виробництво ножових виробів,,,,DJ28.61,28.61,,,,DJ28_6
SSSU:CL_NACE_R2_UA(1.1.3),DJ28_62,Виробництво інструментів,,,,DJ28.62,28.62,,,,DJ28_6
SSSU:CL_NACE_R2_UA(1.1.3),DJ28_63,Виробництво замків,,,,DJ28.63,28.63,,,,DJ28_6
SSSU:CL_NACE_R2_UA(1.1.3),DJ28_71,Виробництво бочок та аналогічних металевих ємностей,,,,DJ28.71,28.71,,,,DJ28_7
SSSU:CL_NACE_R2_UA(1.1.3),DJ28_72,Виробництво паковань з легких металів,,,,DJ28.72,28.72,,,,DJ28_7
SSSU:CL_NACE_R2_UA(1.1.3),DJ28_73,Виробництво виробів з дроту,,,,DJ28.73,28.73,,,,DJ28_7
SSSU:CL_NACE_R2_UA(1.1.3),DJ28_74,"Виробництво кріпильних засобів, ланцюгів і пружин",,,,DJ28.74,28.74,,,,DJ28_7
SSSU:CL_NACE_R2_UA(1.1.3),DJ28_75,Виготовлення інших готових металевих виробів,,,,DJ28.75,28.75,,,,DJ28_7
SSSU:CL_NACE_R2_UA(1.1.3),DK29_11,Виробництво двигунів та турбін,,,,DK29.11,29.11,,,,DK29_1
SSSU:CL_NACE_R2_UA(1.1.3),DK29_12,"Виробництво насосів, компресорів та гідравлічних систем",,,,DK29.12,29.12,,,,DK29_1
SSSU:CL_NACE_R2_UA(1.1.3),DK29_13,Виробництво кранів і клапанів,,,,DK29.13,29.13,,,,DK29_1
SSSU:CL_NACE_R2_UA(1.1.3),DK29_14,"Виробництво підшипників, зубчастих передач, елементів механічних передач та приводів",,,,DK29.14,29.14,,,,DK29_1
SSSU:CL_NACE_R2_UA(1.1.3),DK29_21,Виробництво печей та пічних пальників,,,,DK29.21,29.21,,,,DK29_2
SSSU:CL_NACE_R2_UA(1.1.3),DK29_22,Виробництва підіймально-транспортного устатковання,,,,DK29.22,29.22,,,,DK29_2
SSSU:CL_NACE_R2_UA(1.1.3),DK29_23,Виробництво промислового холодильного та  вентиляційного устатковання,,,,DK29.23,29.23,,,,DK29_2
SSSU:CL_NACE_R2_UA(1.1.3),DK29_24,Виробництво інших машин та устатковання загального призначення,,,,DK29.24,29.24,,,,DK29_2
SSSU:CL_NACE_R2_UA(1.1.3),DK29_31,Виробництво тракторів для сільського та лісового господарства,,,,DK29.31,29.31,,,,DK29_3
SSSU:CL_NACE_R2_UA(1.1.3),DK29_32,Виробництво інших машин та устатковання для сільського та лісового господарства,,,,DK29.32,29.32,,,,DK29_3
SSSU:CL_NACE_R2_UA(1.1.3),DK29_41,Виробництво портативних електромеханічних та пневматичних ручних інструментів,,,,DK29.41,29.41,,,,DK29_4
SSSU:CL_NACE_R2_UA(1.1.3),DK29_42,Виробництво верстатів для оброблення металу,,,,DK29.42,29.42,,,,DK29_4
SSSU:CL_NACE_R2_UA(1.1.3),DK29_43,Виробництво інших верстатів,,,,DK29.43,29.43,,,,DK29_4
SSSU:CL_NACE_R2_UA(1.1.3),DK29_51,Виробництво машин та устатковання для металургії,,,,DK29.51,29.51,,,,DK29_5
SSSU:CL_NACE_R2_UA(1.1.3),DK29_52,Виробництво машин та устатковання для добувної промисловості й будівництва,,,,DK29.52,29.52,,,,DK29_5
SSSU:CL_NACE_R2_UA(1.1.3),DK29_53,Виробництво машин та устатковання для перероблення сільгосппродуктів,,,,DK29.53,29.53,,,,DK29_5
SSSU:CL_NACE_R2_UA(1.1.3),DK29_54,"Виробництво машин та устатковання для виготовлення текстильних, швейних, хутряних та шкіряних виробів",,,,DK29.54,29.54,,,,DK29_5
SSSU:CL_NACE_R2_UA(1.1.3),DK29_55,Виробництво машин та устатковання для виробництва паперу та картону,,,,DK29.55,29.55,,,,DK29_5
SSSU:CL_NACE_R2_UA(1.1.3),DK29_56,"Виробництво  машин та устатковання спеціального призначення, не віднесених до інших групувань",,,,DK29.56,29.56,,,,DK29_5
SSSU:CL_NACE_R2_UA(1.1.3),DK29_60,Виробництво зброї та боєприпасів,,,,DK29.60,29.60,,,,DK29_6
SSSU:CL_NACE_R2_UA(1.1.3),DK29_71,Виробництво електричних побутових приладів,,,,DK29.71,29.71,,,,DK29_7
SSSU:CL_NACE_R2_UA(1.1.3),DK29_72,Виробництво неелектричних побутових приладів,,,,DK29.72,29.72,,,,DK29_7
SSSU:CL_NACE_R2_UA(1.1.3),DL30_01,Виробництво офісного устатковання,,,,DL30.01,30.01,,,,DL30_0
SSSU:CL_NACE_R2_UA(1.1.3),DL30_02,Виробництво електронно-обчислювальних машин та іншого устатковання для оброблення інформації,,,,DL30.02,30.02,,,,DL30_0
SSSU:CL_NACE_R2_UA(1.1.3),DL31_10,"Виробництво електродвигунів, генераторів і трансформаторів",,,,DL31.10,31.10,,,,DL31_1
SSSU:CL_NACE_R2_UA(1.1.3),DL31_20,Виробництво електророзподільної та контрольної апаратури,,,,DL31.20,31.20,,,,DL31_2
SSSU:CL_NACE_R2_UA(1.1.3),DL31_30,Виробництво ізольованого проводу та кабелю,,,,DL31.30,31.30,,,,DL31_3
SSSU:CL_NACE_R2_UA(1.1.3),DL31_40,Виробництво гальванічних елементів (електричних акумуляторів та первинних елементів),,,,DL31.40,31.40,,,,DL31_4
SSSU:CL_NACE_R2_UA(1.1.3),DL31_50,Виробництво електричних ламп та освітлювального устатковання,,,,DL31.50,31.50,,,,DL31_5
SSSU:CL_NACE_R2_UA(1.1.3),DL31_61,Виробництво електричного устатковання для двигунів і транспортних засобів,,,,DL31.61,31.61,,,,DL31_6
SSSU:CL_NACE_R2_UA(1.1.3),DL31_62,"Виробництво іншого електричного устатковання, не віднесеного до інших групувань",,,,DL31.62,31.62,,,,DL31_6
SSSU:CL_NACE_R2_UA(1.1.3),DL32_10,Виробництво електро- та радіокомпонентів,,,,DL32.10,32.10,,,,DL32_1
SSSU:CL_NACE_R2_UA(1.1.3),DL32_20,Виробництво передавальної апаратури,,,,DL32.20,32.20,,,,DL32_2
SSSU:CL_NACE_R2_UA(1.1.3),DL32_30,"Виробництво апаратури для приймання, запису  та відтворення звуку і зображення",,,,DL32.30,32.30,,,,DL32_3
SSSU:CL_NACE_R2_UA(1.1.3),DL33_10,"Виробництво медичної техніки, включаючи хірургічне устатковання, та ортопедичних пристосовань",,,,DL33.10,33.10,,,,DL33_1
SSSU:CL_NACE_R2_UA(1.1.3),DL33_20,Виробництво контрольно-вимірювальних приладів,,,,DL33.20,33.20,,,,DL33_2
SSSU:CL_NACE_R2_UA(1.1.3),DL33_30,Проектування та монтаж систем керування технологічними процесами,,,,DL33.30,33.30,,,,DL33_3
SSSU:CL_NACE_R2_UA(1.1.3),DL33_40,Виробництво оптичних приладів  та фотографічного устатковання,,,,DL33.40,33.40,,,,DL33_4
SSSU:CL_NACE_R2_UA(1.1.3),DL33_50,Виробництво годинників,,,,DL33.50,33.50,,,,DL33_5
SSSU:CL_NACE_R2_UA(1.1.3),DM34_10,Виробництво автомобілів,,,,DM34.10,34.10,,,,DM34_1
SSSU:CL_NACE_R2_UA(1.1.3),DM34_20,"Виробництво автомобільних кузовів, причепів та напівпричепів",,,,DM34.20,34.20,,,,DM34_2
SSSU:CL_NACE_R2_UA(1.1.3),DM34_30,"Виробництво вузлів, деталей та приладдя для автомобілів та їх двигунів",,,,DM34.30,34.30,,,,DM34_3
SSSU:CL_NACE_R2_UA(1.1.3),DM35_11,Будування  та ремонт суден,,,,DM35.11,35.11,,,,DM35_1
SSSU:CL_NACE_R2_UA(1.1.3),DM35_12,Будування  та ремонт спортивно-прогулянкових суден,,,,DM35.12,35.12,,,,DM35_1
SSSU:CL_NACE_R2_UA(1.1.3),DM35_20,Виробництво залізничного рухомого складу,,,,DM35.20,35.20,,,,DM35_2
SSSU:CL_NACE_R2_UA(1.1.3),DM35_30,"Виробництво літальних апаратів, включаючи  космічні",,,,DM35.30,35.30,,,,DM35_3
SSSU:CL_NACE_R2_UA(1.1.3),DM35_41,Виробництво мотоциклів,,,,DM35.41,35.41,,,,DM35_4
SSSU:CL_NACE_R2_UA(1.1.3),DM35_42,Виробництво велосипедів,,,,DM35.42,35.42,,,,DM35_4
SSSU:CL_NACE_R2_UA(1.1.3),DM35_43,Виробництво інвалідних колясок,,,,DM35.43,35.43,,,,DM35_4
SSSU:CL_NACE_R2_UA(1.1.3),DM35_50,"Виробництво інших транспортних засобів, не віднесених до інших групувань",,,,DM35.50,35.50,,,,DM35_5
SSSU:CL_NACE_R2_UA(1.1.3),DN36_11,Виробництво меблів для сидіння,,,,DN36.11,36.11,,,,DN36_1
SSSU:CL_NACE_R2_UA(1.1.3),DN36_12,Виробництво меблів для офісів та підприємств торгівлі,,,,DN36.12,36.12,,,,DN36_1
SSSU:CL_NACE_R2_UA(1.1.3),DN36_13,Виробництво кухонних меблів,,,,DN36.13,36.13,,,,DN36_1
SSSU:CL_NACE_R2_UA(1.1.3),DN36_14,Виробництво інших меблів,,,,DN36.14,36.14,,,,DN36_1
SSSU:CL_NACE_R2_UA(1.1.3),DN36_15,Виробництво матраців,,,,DN36.15,36.15,,,,DN36_1
SSSU:CL_NACE_R2_UA(1.1.3),DN36_21,Виробництво монет та медалей,,,,DN36.21,36.21,,,,DN36_2
SSSU:CL_NACE_R2_UA(1.1.3),DN36_22,Виробництво ювелірних виробів,,,,DN36.22,36.22,,,,DN36_2
SSSU:CL_NACE_R2_UA(1.1.3),DN36_30,Виробництво музичних інструментів,,,,DN36.30,36.30,,,,DN36_3
SSSU:CL_NACE_R2_UA(1.1.3),DN36_40,Виробництво спортивних товарів,,,,DN36.40,36.40,,,,DN36_4
SSSU:CL_NACE_R2_UA(1.1.3),DN36_50,Виробництво ігор та іграшок,,,,DN36.50,36.50,,,,DN36_5
SSSU:CL_NACE_R2_UA(1.1.3),DN36_61,Виробництво біжутерії,,,,DN36.61,36.61,,,,DN36_6
SSSU:CL_NACE_R2_UA(1.1.3),DN36_62,Виробництво мітел та щіток,,,,DN36.62,36.62,,,,DN36_6
SSSU:CL_NACE_R2_UA(1.1.3),DN36_63,"Виробництво іншої продукції,  не віднесеної до інших групувань",,,,DN36.63,36.63,,,,DN36_6
SSSU:CL_NACE_R2_UA(1.1.3),DN37_10,Оброблення металевих відходів та брухту,,,,DN37.10,37.10,,,,DN37_1
SSSU:CL_NACE_R2_UA(1.1.3),DN37_20,Оброблення неметалевих відходів та  брухту,,,,DN37.20,37.20,,,,DN37_2
SSSU:CL_NACE_R2_UA(1.1.3),E40_11_0,Виробництво електроенергії,,,,E40.11.0,40.11.0,,"<em>Цей підклас включає:</em>  <ul>
виробництво електроенергії з використанням будь-яких джерел, включаючи теплову енергію, ядерну енергію, гідроенергію, енергію, яку отримують від поновлюваних джерел, електроенергію, яка виробляється газовими турбінами, дизельними станціями чи іншими поновлюваними джерелами 
</ul>",,E40_11
SSSU:CL_NACE_R2_UA(1.1.3),E40_12_0,Передача електроенергії,,,,E40.12.0,40.12.0,,"<em>Цей підклас включає:</em>  <ul>
експлуатацію магістральних електричних мереж, призначених для передачі електричної енергії від виробника до пунктів підключення місцевих (локальних) розподільних мереж 
</ul>",,E40_12
SSSU:CL_NACE_R2_UA(1.1.3),E40_13_0,Розподілення та постачання електроенергії,,,,E40.13.0,40.13.0,,"<em>Цей підклас включає:</em>  <ul>
постачання електроенергії споживачам – надання електроенергії за допомогою технічних засобів передачі та розподілу електроенергії на підставі договору  
експлуатацію місцевих (локальних) мереж, призначених для передачі електроенергії від магістральної електромережі до споживача  
діяльність брокерів або агентів, що організують постачання електроенергії через мережі електропередач, які експлуатуються іншими особами 
</ul>",,E40_13
SSSU:CL_NACE_R2_UA(1.1.3),E40_21_0,Виробництво газу,,,,E40.21.0,40.21.0,,"<em>Цей підклас включає:</em>  <ul>
виробництво газу із певною питомою теплотою згоряння з газу різного походження шляхом його очищення, змішування та інших процесів перероблення: вугільного, водяного, генераторного, природного газу, газу газових заводів тощо   
виробництво газу, що використовують для газопостачання, шляхом газифікації вугілля, використання побічних продуктів сільського господарства та відходів 
</ul>","<i>Цей підклас не включає:

експлуатацію коксових печей (див. 23.10)  
виробництво газоподібних нафтопродуктів (див. 23.20)  
виробництво промислових газів (див. 24.11) 

</i>",E40_21
SSSU:CL_NACE_R2_UA(1.1.3),E40_22_0,Розподілення та постачання газу,,,,E40.22.0,40.22.0,,"<em>Цей підклас включає:</em>  <ul>
постачання газу, що надходить по магістральних трубопроводах, споживачам системами місцевих (локальних) мереж газопостачання  
діяльність брокерів або агентів, що організують постачання газу місцевими (локальними) розподільними газопроводами, які експлуатуються іншими особами  
експлуатацію місцевих (локальних) мереж газопостачання 
</ul>","<i>Цей підклас не включає:

торгівлю газом та його постачання в балонах (включаючи їх заправлення та продаж) (див. 51.12, 51.51, 52.48.9)  
транспортування газу магістральними трубопроводами (див. 60.30.2) 

</i>",E40_22
SSSU:CL_NACE_R2_UA(1.1.3),E40_30_0,Постачання пари та гарячої води,,,,E40.30.0,40.30.0,,"<em>Цей підклас включає:</em>  <ul>
виробництво, збирання та розподілення пари та гарячої води для центрального опалення, виробництва енергії та інших цілей  
розподілення стисненого повітря по трубопроводах 
</ul>  <em>Цей підклас включає також:</em>  <ul>
виробництво та розподілення охолодженої води або льоду для охолодження 
</ul>",,E40_30
SSSU:CL_NACE_R2_UA(1.1.3),E41_00_0,"Збирання, очищення та розподілення води",,,,E41.00.0,41.00.0,,"<em>Цей підклас включає також:</em>  <ul>
видобування, збирання та очищення прісної води  
опріснювання морської води для виробництва прісної води як основного продукту  
розподілення питної та непитної води для промислових потреб, населенню тощо 
</ul>","<i>Цей підклас не включає:

експлуатацію зрошувальних систем в сільському господарстві (див. 01.41)  
виробництво та розподілення охолодженої води або льоду для охолодження (див. 40.30)  
очищення стічних вод виключно з метою запобігання забрудненню навколишнього середовища (див. 90.01) 

</i>",E41_00
SSSU:CL_NACE_R2_UA(1.1.3),F45_11_0,Розбирання та знесення будівель; земляні роботи,,,,F45.11.0,45.11.0,,"<em>Цей підклас включає:</em>  <ul>
розбирання або знесення будівель та споруд  
розчищення земельних ділянок під будівництво  
виконання земляних робіт: виймання ґрунту, відсипання ґрунту, вирівнювання та планування будівельних майданчиків і ділянок, копання траншей, видалення скельних порід, підривні роботи (включаючи послуги піротехніків, пов'язані з будь-якими видами діяльності) тощо  
підготовку ділянок для гірничих робіт: розкривні роботи та інші роботи з підготування ділянок для добування корисних копалин 
</ul>  <em>Цей підклас включає також:</em>  <ul>
дренажні роботи на будівельних ділянках  
дренажні роботи на лісових та сільськогосподарських ділянках 
</ul>",,F45_11
